,2021-12-31,晶盛机电：公司正加快推进第三代半导体材料碳化硅衬底片的产业化布局，已成功生长出6英寸碳化硅晶体,每日经济新闻
2167,2018-02-04,【东吴机械周观点】中海油capex增速40-60%，持续超配油服龙头；先进制造龙头进入价值区间，坚定看好【东吴机械陈显帆】,微信
2168,2018-02-04,机械制造：预计3-4月销量有望超预期 荐10股,中泰证券
2169,2018-02-02,电子行业日报：“大基金”9.5亿美元注资中芯南方,中财网
2170,2018-02-01,晶盛机电：重视蓝宝石晶体生长设备研发 材料品质具有竞争力,财富动力网
2171,2018-02-01,中泰证券2月重点推荐标的,微信
2172,2018-02-01,东吴研究 | 月度策略及十大金股：蓝筹迈向新高度,东吴研究所
2173,2018-01-31,"机械行业:油公司资本开支增长趋势较确定,油服及设备周期性拐点渐明",正点财经
2174,2018-01-31,[增持评级]电子行业周报：HOMEPOD开启预售 被动器件景气周期,中财网
2175,2018-01-30,21家年报预喜公司连续3年利润增逾5成 4只个股受青睐,证券日报
2176,2018-01-29,1月29日A股龙虎榜揭秘，机构抢筹3股,--
2177,2018-01-29,一财研选｜极端天气煤耗居高不下，限产解除预期推动板块向好！,第一财经
2178,2018-01-29,晶盛机电龙虎榜数据(1月29日),Wind资讯
2179,2018-01-29,机构席位买入本钢板材，卖出平潭发展智飞生物,Wind
2180,2018-01-29,芯片半导体板块重挫，晶盛机电跌停,Wind
2181,2018-01-28,机械制造：从油价上涨主题投资逐步迈向基本面投资 荐38股,中泰证券
2182,2018-01-28,电气设备行业获资金关注 六股望爆发在即,中证报
2183,2018-01-27,押宝风格转换 基金增持11只创业板股超千万,金融投资报
2184,2018-01-25,"电气设备行业:美国光伏201法案落地,风光发电行业景气度向上",中投证券网
2185,2018-01-24,"光伏设备行业跟踪报告四:隆基股份发布单晶硅片业务三年规划,单晶产能竞赛加速",上海证券
2186,2018-01-23,集成电路产业发展获政策支持，加快发展智能应用,第一财经
2187,2018-01-22,逐步布局成长确定的先进制造板块和油服板块,顶尖财经网
2188,2018-01-22,半导体、电子设备：台积电与ASML及南亚Q4法说会解读 荐29股,中泰证券
2189,2018-01-22,【太平洋证券 今日早读】光伏、风电行业点评| 西藏珠峰、鞍钢股份、景旺电子、利尔化学等公司点评|机械行业点评（20180122）,太平洋证券研究
2190,2018-01-22,【机械设备|刘国清团队太平洋证券】中游涨价潮逐渐扩散，“量价齐升”释放企业利润弹性,太平洋证券研究
2191,2018-01-21,半导体、电子设备：关注硅片上游设备供货商,川财证券
2192,2018-01-21,机械制造：工程机械涨价预期关注油价上涨 荐10股,中泰证券
2193,2018-01-19,"晶盛机电:订单超预期,拿下海外光伏大单,打开成长新空间",中证网
2194,2018-01-19,"晶盛机电:和韩华签订大单,公司产品实力得到国际大客户认可",中证网
2195,2018-01-18,黑马股推荐：2018年1月18日推荐6只黑马股,南方财富网
2196,2018-01-18,【机械-晶盛机电(300316)】王华君：光伏订单纷至沓来，再次签订4300万美元单晶炉合同-20180117,中泰证券研究所
2197,2018-01-18,巨丰早评：巨量成交后震荡难免,巨丰财经
2198,2018-01-17,晶盛机电：光伏订单纷至沓来 增持评级,中泰证券
2199,2018-01-17,明日最具爆发力六大牛股：天顺风能迎来收获期,中财网
2200,2018-01-17,17日晚间机构研报精选 8股值得关注（名单）,和讯
2201,2018-01-17,"机械设备行业:聚焦装备制造“核心资产”,三一、中车等,油价上涨关注海工装备风险释放,中集、振华",中证网
2202,2018-01-17,机构一致看好哪些股票？2018年1月17日机构一致看好10金股,至诚财经
2203,2018-01-17,今日各大机构看好十大金股一览（1月17日）,金融界
2204,2018-01-17,晶盛机电：光伏设备大单来临 未来值得期待,中国基金报
2205,2018-01-17,【晶盛机电*陈显帆团队】光伏客户向全球拓展，单一大客户依赖性降低,东吴研究所
2206,2018-01-17,【东吴晨报0117】【个股】晶盛机电、苏交科、欧普康视、隆鑫通用,东吴研究所
2207,2018-01-16,一财研选｜十年等一回！“制造强国战略”应聚焦哪些“核心资产”？,第一财经日报
2208,2018-01-16,晶盛机电：签订4300万美元供货合同,Wind
2209,2018-01-16,晶盛机电：签4300万美元单晶炉供货合同,e公司
2210,2018-01-16,晶盛机电：单一大客户依赖性降低 买入评级,东吴证券
2211,2018-01-16,1月16日收盘研报精选这10股值得关注！,中财网
2212,2018-01-16,晶盛机电 再中光伏大单 看好单晶扩产+半导体硅片国产化推动公司高速成长 强烈推荐评级,华创证券
2213,2018-01-16,机械行业策略：十年等一回！聚焦新兴装备龙头,金融界
2214,2018-01-16,油服设备订单回暖 有待利润弹性释放(附股),金融界
2215,2018-01-16,【机械】王华君：2018年度策略：十年等一回！——制造强国：聚焦“核心资产”、“新兴装备”龙头-20180116,中泰证券研究所
2216,2018-01-15,晶盛机电：半导体订单持续可期 买入评级,东吴证券
2217,2018-01-15,"电子元器件行业周报:被动元器件全线开涨,晶圆代工淡季不淡",中国网
2218,2018-01-15,机械设备行业周报：国际油价创新高关注订单业绩与股价传导顺序,中财网
2219,2018-01-15,半导体、电子设备：边缘计算崛起 荐54股,中泰证券
2220,2018-01-15,机械行业周报：2017年挖掘机销量创历史第三高点重点关注油气产业链,中财网
2221,2018-01-15,机械行业周报：油价升助油服触底改善聚焦行业景气确定性,中财网
2222,2018-01-15,机械设备行业周报：继续关注业绩较好的龙头回避前期涨幅较大个股,中财网
2223,2018-01-15,【东吴晨报0115】【策略】周评【宏观】2018年出口的不确定性【行业】机械【个股】晶盛机电,东吴研究所
2224,2018-01-15,【机械设备|刘国清团队太平洋证券】油价中枢有望上行，油服设备订单回暖，有待利润弹性释放,太平洋证券研究
2225,2018-01-14,机械制造：回避前期涨幅较大个股 荐15股,川财证券
2226,2018-01-14,机械制造：油价升助油服触底改善 荐9股,安信证券
2227,2018-01-14,机械制造：聚焦装备制造核心资产 荐35股,中泰证券
2228,2018-01-13,极具成长空间7股现黄金买点,中财网
2229,2018-01-12,【晶盛机电】光伏订单势如破竹，半导体订单持续可期【东吴机械陈显帆】,微信
2230,2018-01-12,晶盛机电(300316)：光伏订单势如破竹半导体订单持续可期,中财网
2231,2018-01-12,晶盛机电(300316)：中标中环8.6亿订单成长逻辑不断兑现,中财网
2232,2018-01-12,8股可闭眼买入小散马上发财,中财网
2233,2018-01-12,晶盛机电股票怎么样：中标中环股份光伏项目8.6亿大单,中泰证券
2234,2018-01-12,晶盛机电(300316)：中标中环光伏8.6亿大单巩固与下游龙头合作地位,中财网
2235,2018-01-12,【机械-晶盛机电(300316)】王华君：中标中环股份光伏项目8.6亿大单 -20180112,中泰证券研究所
2236,2018-01-12,【晨会聚焦】酒店行业深度报告：连锁酒店的慢牛,中泰证券研究所
2237,2018-01-12,中国半导体崛起带来产业投资机会，贾跃亭清空酷派股份,元器件交易网
2238,2018-01-11,晚间重要公告2018年1月11日星期四,--
2239,2018-01-11,晶盛机电：中标逾8亿元光伏材料产业化项目 占2016年营收近八成,e公司
2240,2018-01-11,晶盛机电：中标8.58亿元项目,Wind
2241,2018-01-10,晶盛机电：目前订单情况较好，半导体设备领域布局具备较好前景,Wind
2242,2018-01-10,国产芯片概念股集体重挫,Wind
2243,2018-01-10,中信建投证券光伏行业周报20180109,中财网
2244,2018-01-09,机械设备专题周报：工程机械近期草根跟踪和动态逻辑更新,中财网
2245,2018-01-09,机械行业2018年度策略报告系列一：新制造孕育新动能,中财网
2246,2018-01-09,【平安】行业周报*机械*海洋工程装备获政策支持，轨交装备行业迎确定性拐点*强于大市,平安研究
2247,2018-01-08,[增持评级]机械设备行业周报：Q1重点推荐工程机械、半导体锂电设备、油服,中财网
2248,2018-01-08,晶盛机电今日大宗交易成交10万股，成交价21.0元折价-5.11%,Wind资讯
2249,2018-01-08,"机械设备行业:工程机械完美收官,挖掘机年销售超14万台",中国网
2250,2018-01-08,机械行业周报：挖机销量超预期推荐行业龙头、高端液压件及高铁设备,中财网
2251,2018-01-08,"机械2018年投资策略:装备蝶变,看好格局优化、进口替代",中国网
2252,2018-01-08,机械设备行业周报：继续关注业绩较好的龙头重点关注油气和工程机械板块,中财网
2253,2018-01-07,【华创机械李佳团队】机械设备2018第1周周报：全年挖机销量同比翻番，新能车锂电产量未来可期,华创机械
2254,2018-01-07,机械制造：预计1月挖掘机销量增速继续超100% 荐10股,中泰证券
2255,2018-01-05,巨丰热点前瞻：市场高位遇阻或迎来风格转换,巨丰财经
2256,2018-01-05,紫光IC国际城项目启动 半导体建厂热潮带动设备需求,金融界
2257,2018-01-04,新能源设备行业年度策略：电车趋势丌变风光加速成长,中财网
2258,2018-01-04,机械设备行业月报：板块聚集效应低关注业绩改善的低估值周期性机械龙头,中财网
2259,2018-01-04,【晨会聚焦】十大里程碑看2018中国半导体,中泰证券研究所
2260,2018-01-04,【电子】郑震湘：十大里程碑看2018中国半导体-20180103,中泰证券研究所
2261,2018-01-03,中信建投证券光伏行业周报,中财网
2262,2018-01-03,"电子行业周报:环保致大陆PCB集中度提升,Chip-R缺货",中国网
2263,2018-01-03,“先进制造”主线观点更新(机械设备行业)：中车引领“先进制造”铸强国风范,中财网
2264,2018-01-03,"联讯机械行业周报2017年第53周:聚焦中国先进制造核心资产,加仓配置龙头白马",中国网
2265,2018-01-03,【华泰机械章诚团队】先进制造买什么？——中车引领，“先进制造”铸强国风范,华泰机械
2266,2018-01-03,【机械设备|刘国清团队太平洋证券】 制造业是当前经济转型基石，看好2018年板块市场表现,太平洋证券研究
2267,2018-01-03,【动态】大基金战略投资中电港;汇顶屏下指纹今年商用,元器件交易网
2268,2018-01-03,中环领先大直径硅片项目启动,元器件交易网
2269,2018-01-02,电子行业周报：电子创新展望2018,中财网
2270,2018-01-02,机械设备行业周报：新项目上马促半导体和3C行业发展重点关注周期反弹,中财网
2271,2018-01-02,机械行业周报：推荐行业龙头及进口替代积极关注半导体设备机会,中财网
2272,2018-01-02,5家公司业绩大增机构本周密集调研,顶尖财经网
2273,2018-01-02,机械制造：积极关注半导体设备机会荐9股,安信证券
2274,2018-01-02,[增持评级]机械设备行业研究：Q1重点推荐工程机械、锂电设备和硅片设备,中财网
2275,2018-01-02,机械行业周报：核心制造业再获政策支持城轨2017年新增869公里,中财网
2276,2018-01-02,机械制造：加仓配置龙头白马荐6股,联讯证券
2277,2018-01-02,机械行业2017年回顾与2018年展望：周期轮回成长亘古不变,中财网
2278,2018-01-02,机械设备行业周报：国产高空作业平台品牌进击全球市场,中财网
2279,2018-01-02,机械设备行业:聚焦装备制造“核心资产”;关注新兴产业装备龙头,中国网
2280,2018-01-02,大参考：国产芯片再迎利好设备材料厂商迎机遇,巨丰财经
2281,2018-01-02,晶盛机电领涨集成电路板块,证券之星
2282,2018-01-02,机械设备行业研究周报：拥抱2018：装备制造的春天投资正当时,中财网
2283,2018-01-02,机械制造：储运设备和进口环节受益荐5股,东北证券
2284,2018-01-02,机械设备行业周报：继续关注业绩较好的龙头但回避前期涨幅较大股,中财网
2285,2018-01-02,周二热点概念与题材前瞻(附股),中财网
2286,2018-01-02,巨丰早参：中央农村工作会议召开公共基础设施建设将提速,巨丰财经
2287,2018-01-02,巨丰热点前瞻：市场有望迎开门红,巨丰财经
2288,2018-01-02,【东吴晨报0102】【月策略】十大金股【行业年度策略】机械、石化化工、食品饮料、银行【个股】晶盛机电,东吴研究所
