,2021-12-31,"年终盘点|2021年十大""争议""白马股",新浪
4258,2018-05-08,[买入评级]机械行业2018年2季策略报告：聚焦自主核心技术 竞争力反复锤炼,中财网
4259,2018-05-08,4月挖掘机销量点评：下游需求强劲 销量维持高增长,中财网
4260,2018-05-08,机械行业动态：工程机械销售亮眼 高端制造加速发展,中财网
4261,2018-05-08,三一挖掘机再上央视财经！客户豪言：我还要再买15台,工程机械商贸
4262,2018-05-08,"机械行业周报:铁总年报出炉或提振轨交信心,半导体投资加快利好设备企业",证券之星
4263,2018-05-08,"三一重工点评:业绩高增长持续,继续看好强者恒强",万联证券
4264,2018-05-07,机械制造：关注超跌及油气和进口替代相关 荐8股,川财证券
4265,2018-05-07,[增持评级]机械制造业行业周报：高端制造加速崛起 重点推荐工业机器人和核电板块,中财网
4266,2018-05-07,[超配评级]机械行业周报：首台AP1000机组装料获批 核电设备或迎来春天,中财网
4267,2018-05-07,基建投资加码促挖掘机销量大增 概念股聚焦,证券之星
4268,2018-05-04,厚积而薄发！三一重工业绩增长背后的故事,慧聪网
4269,2018-05-04,年报丨三一重工2017年净利猛增928%,我的钢铁
4270,2018-05-03,"安信机械】公司快报-三一重工：盈利能力大幅提升,业绩弹性显著释放",微信
4271,2018-05-03,“新时代 新商业 新未来”，2018人工智能与机器人创新峰会成功举行！,创业邦
4272,2018-05-03,起底证金汇金首季青睐标的解密154只增仓股投资价值,顶尖财经网
4273,2018-05-02,机械制造：关注先进制造与智能制造和工业互联网板块 荐13股,川财证券
4274,2018-05-02,国家队最新持仓：市值1.2万亿，持股超1100只，13只股增持超10亿,Wind
4275,2018-05-02,[看好评级]机械高频数据周报：一季报持续超预期 五小龙表现亮眼,中财网
4276,2018-05-02,劳动最光荣丨雷东风：情义大师入职21年，培养大批技能人才,慧聪网
4277,2018-05-02,【天风机械】三一重工：超预期！Q1 净利润同比翻番，资产负债表全面修复，轻装上阵18业绩可期,高端装备新视角
4278,2018-05-02,三一重工一季报远超市场预期！3个月净利超去年全年70%,联合钢铁网
4279,2018-05-02,"三一重工2018年一季报点评:利润释放,大超预期",证券之星
4280,2018-05-01,"三一重工2018年一季报点评:一季度业绩超预期,盈利能力持续改善",国信证券
4281,2018-04-30,机械制造：继续关注进口替代逻辑和油气产业链 荐13股,川财证券
4282,2018-04-30,“致客户的一封信”—三一重工路机春季巡检活动已正式起航,工程机械商贸
4283,2018-04-27,三一重工：继续看好全年利润弹性 增持评级,申万宏源
4284,2018-04-26,三一重工一季报超预期 前3个月净利超去年全年70%,中证网
4285,2018-04-26,三一重工副总裁违规减持被通报 曾因金额小请求轻罚,新浪
4286,2018-04-26,三一重工副总裁谢志霞被通报批评 一次减持构成三项违规,和讯
4287,2018-04-25,三一重工：一季度净利翻倍 证金公司大幅增持,e公司
4288,2018-04-25,三一重工：一季度净利润同比增101.18%,Wind
4289,2018-04-25,【天风机械】恒立液压：坚持国产化道路初心不改，开启全球化征程百炼成钢,高端装备新视角
4290,2018-04-25,大参考：核燃料产业园布局东南沿海 行业发展驶入快车道,巨丰财经
4291,2018-04-24,[看好评级]工程机械行业跟踪：宏观政策预期变化 有望推动板块估值修复,中财网
4292,2018-04-24,[增持评级]机械行业周报：寻找先进制造业的“自主可控”,中财网
4293,2018-04-24,[看好评级]工程机械行业跟踪：估计4月挖机销售和项目开工都有望超预期,中财网
4294,2018-04-24,机械制造：聚焦半导体设备及高端泵阀国产替代 荐8股,安信证券
4295,2018-04-24,[买入评级]三一重工(600031)年报点评：重点关注2017年报隐含的积极信号,中财网
4296,2018-04-24,机械行业动态：工程机械数据亮眼 雄安新区建设带来边际增量,中财网
4297,2018-04-24,唐修国：创新激发活力，品质改变世界！,工程机械商贸
4298,2018-04-23,[推荐评级]智能制造系列深度报告之三：智能装备企业有望引领工业互联网浪潮,中财网
4299,2018-04-23,三一重工:综合毛利率持续回升,安信证券
4300,2018-04-23,[推荐评级]新制造孕育新动能系列02：再谈工业互联网的投资逻辑：产业链与案例,中财网
4301,2018-04-23,[看好评级]机械高频数据周报：一季报业绩亮眼 机械板块复苏确定性高,中财网
4302,2018-04-23,[强于大市评级]机械设备行业研究周报：18年油服市场相比17年有哪些变化 ?,中财网
4303,2018-04-22,机械制造：迎接曙光 荐13股,广发证券
4304,2018-04-22,机械制造：关注核电重启带来的板块机会 荐9股,东北证券
4305,2018-04-20,[买入评级]三一重工(600031)年报点评：挖掘机业绩亮眼 混凝土设备复苏可期,中财网
4306,2018-04-20,[看好评级]专用设备制造行业点评报告：机械行业的“自主可控”投资思路梳理,中财网
4307,2018-04-20,[买入-A评级]三一重工(600031)年报点评：盈利能力回升&资产质量改善 龙头厂商再启航,中财网
4308,2018-04-20,三一消防侠亮相中国?昆明消防展，三一红荣获流量王,工程机械商贸
4309,2018-04-20,106股获券商买入评级 光明地产目标涨幅达100.91%,Wind
4310,2018-04-19,"【安信机械】公司动态分析-三一重工：盈利能力回升&资产质量改善,龙头厂商再启航",微信
4311,2018-04-19,亚洲最大的数字化工厂丨 三一重工18号厂房,慧聪网
4312,2018-04-19,深化合作 三一重工与中地君豪签署战略合作协议,慧聪网
4313,2018-04-19,数据：2017企业年报一片向好 是重回巅峰还是虚假繁荣？,慧聪网
4314,2018-04-19,[买入评级]三一重工(600031)年报点评：业绩符合预期 包袱出清经营质量显著改善,中财网
4315,2018-04-19,创金合信鑫优选灵活配置混合型证券投资基金2018年第1季度报告,证券日报
4316,2018-04-19,"三一重工2017年年报点评:经营质量显著提升,海外拓展持续推进",光大证券
4317,2018-04-18,[买入评级]三一重工(600031)年报点评：积极出清历史问题 经营质量显著提升,中财网
4318,2018-04-18,[增持评级]三一重工(600031)年报点评：业绩符合预期 资产质量步入良性通道,中财网
4319,2018-04-18,年报丨三一重工2017年净利猛增928%！这是最好的时代,慧聪网
4320,2018-04-18,135股获券商买入评级 杉杉股份目标涨幅达101.42%,Wind
4321,2018-04-18,[增持评级]三一重工(600031)年报点评：2017年年报略低于预期 国内复苏与海外成长形成中长期驱动力 看好净利润弹性,中财网
4322,2018-04-18,[中性评级]机械高频数据周报：先进制造进入发展机遇期 “三新”策略看多机械行业,中财网
4323,2018-04-17,[看好评级]机械行业2018年一季报前瞻：一季报业绩预告喜多忧少 中游复苏逻辑持续验证,中财网
4324,2018-04-17,[优于大势评级]机械设备行业周报：一季度挖机销量和业绩超预期加持 重点关注工程机械结构性行情,中财网
4325,2018-04-17,[增持评级]机械设备行业周报：油价大涨 战略看好油服!力推杰瑞股份!持续推荐半导体设备 力推机器人(300024)等!,中财网
4326,2018-04-17,[强烈推荐评级]三一重工(600031)年报点评：发展迈入新阶段 长期增长可期,中财网
4327,2018-04-17,[领先大市-A评级]机械行业周报：1Q工程机械业绩大幅增长 聚焦业绩成长及战略新兴产业,中财网
4328,2018-04-17,[增持评级]三一重工(600031)年报点评：资产负债表更加健康 利润高弹性即将体现,中财网
4329,2018-04-17,三一重工：经营质量显著提升 买入评级,广发证券
4330,2018-04-17,[推荐评级]机械设备行业周报：挖掘机械产销两旺 中东局势动荡或推高油价,中财网
4331,2018-04-17,[增持评级]机械设备行业周报：继续看多传统机械修复行情,中财网
4332,2018-04-17,行业景气度延续 强者愈强龙头受益,红周刊
4333,2018-04-17,机械行业动态：市场波动加剧 关注白马成长,中财网
4334,2018-04-17,三一重工去年净利增逾9倍,顶尖财经网
4335,2018-04-17,机械行业周报:工程机械18年看点是利润率弹性,国信证券
4336,2018-04-17,"三一重工:经营质量大幅提升,业绩释放有望超预期",证券之星
4337,2018-04-16,三一重工：去年净利润21亿元 同比增长超9倍,中证网
4338,2018-04-16,三一重工去年营收383.35亿元 净利润增长928.35%,中国网
4339,2018-04-16,三一重工：2017年净利润同比增逾9倍，证金公司入驻,Wind
4340,2018-04-16,三一重工：去年盈利近21亿 同比增长超9倍,e公司
4341,2018-04-16,三一重工全年营收383亿元人民币，全年净利润20.9亿元人民币,Wind
4342,2018-04-16,[强于大市评级]深度*行业*机械行业周报：国产半导体设备高增长 周期板块看油服龙头崛起,中财网
4343,2018-04-16,[强于大市评级]机械设备行业研究周报：国际摩擦加剧推升油价 油服行业筑底向上,中财网
4344,2018-04-16,机械制造：油价大涨 荐10股,中泰证券
4345,2018-04-16,工程机械行业维持高景气 一季报普遍乐观(受益股),金融界
4346,2018-04-15,[推荐评级]通用机械行业周报：工程机械业绩超预期 智能装备需加强关注,中财网
4347,2018-04-15,[买入评级]三一重工(600031)点评：工程机械行业持续火爆 业绩释放有望超预期,中财网
4348,2018-04-13,[强于大市评级]机械设备行业深度研究：三一重工周期书,中财网
4349,2018-04-13,向文波：格局越高越不纠缠，智慧越高越不贪婪,工程机械商贸
4350,2018-04-12,巨丰资金流向：两市缩量调整延续 多元金融盘中崛起,巨丰财经
4351,2018-04-12,工程机械行业获内外需双轮驱动 机构联袂推荐 10股解析,中财网
4352,2018-04-12,工程机械行业获内外需双轮驱动龙头股,财界网
4353,2018-04-12,为什么三一全液压压路机卖疯了 热销背后的“密码”破解,慧聪网
4354,2018-04-12,媒体聚焦丨走过“V”型道路，长沙智造“新引擎”是什么？,慧聪网
4355,2018-04-12,工程机械行业获内外需双轮驱动 六股迎上车良机,中财网
4356,2018-04-12,工程机械行业获内外需双轮驱动 多家机构联袂推荐4股,证券日报
4357,2018-04-11,[增持评级]工程机械行业点评报告：3月挖掘机销量超预期 销售大省重回历史高点,中财网
4358,2018-04-11,湘江首富变迁史：制造业富豪从未败给金融业资本玩家,第一财经日报
4359,2018-04-11,“一带一路”带来市场新蛋糕 四概念股迎腾飞契机,证券日报
4360,2018-04-10,[强于大市评级]深度*行业*机械行业周报：挖机销量大超预期 贸易争端不确定性骤升,中财网
4361,2018-04-10,[领先大市-A评级]机械行业周报：3月挖机销量增速78.9% 聚焦业绩成长及战略新兴产业,中财网
4362,2018-04-10,[强于大市评级]机械行业周报：3月挖掘机销量好于预期 继续关注工程机械整机及核心零部件企业,中财网
4363,2018-04-10,[增持评级]机械设备行业周报：看好传统机械悲观预期修复,中财网
4364,2018-04-09,[增持评级]机械设备行业周报：持续推荐半导体设备 力推机器人(300024)等!挖掘机3月销量大增79% 周期预期差较大,中财网
4365,2018-04-09,[优于大势评级]机械设备行业周报：3月挖掘机销量同比大增79% 建议关注行业一季报行情,中财网
4366,2018-04-09,[买入评级]机械行业周报：3月挖机销量同比涨幅78.9% 继续超市场预期,中财网
