,2021-12-31,2021年的啤酒板块∶行情欠佳但酒香四溢,智通财经
1844,2018-04-16,[买入-A评级]重庆啤酒(600132)年报点评：实际净利率再创新高 扬帆22稳健开局,中财网
1845,2018-04-16,[买入评级]重庆啤酒(600132)年报点评：推进大城市战略 中高端强劲增长,中财网
1846,2018-04-16,[增持评级]食品行业周报：啤酒板块领涨 拐点逻辑验证,中财网
1847,2018-04-16,【安信食品】重庆啤酒17年报点评：实际净利率再创新高，扬帆22稳健开局,微信
1848,2018-04-16,重庆啤酒领涨啤酒板块,证券之星
1849,2018-04-16,[推荐评级]重庆啤酒(600132)年报点评：高端品牌在新渠道和新区域均有放量空间,中财网
1850,2018-04-16,"重庆啤酒:资产减值影响逐渐减弱,产品结构升级明显",西南证券
1851,2018-04-16,"重庆啤酒:中高端产品动销良好,经营效率显著提升",开源证券
1852,2018-04-15,[推荐评级]重庆啤酒(600132)年报点评：产品结构持续优化 大城市战略初见成效,中财网
1853,2018-04-15,[增持评级]中泰食品饮料行业周报：守正出奇 靓丽可期,中财网
1854,2018-04-15,重啤销量下滑6%收入连续两年萎缩 子公司累计亏6.3亿,新浪
1855,2018-04-14,重庆啤酒2017年净利增长82% 业绩创历史新高,中证网
1856,2018-04-14,多家啤酒上市公司去年业绩向好,中证报
1857,2018-04-13,重庆啤酒去年净利同比增超八成 2018年欲实现税后净收入30亿,证券时报网
1858,2018-04-13,13日晚公告精选丨重庆啤酒拟10派8元,21世纪经济报道
1859,2018-04-13,重庆啤酒：2017年净利润同比增82%，拟10派8元,Wind
1860,2018-04-13,晚间重要公告2018年4月13日星期五,--
1861,2018-04-13,重庆啤酒：2017年净利同比增82% 拟10派8元,e公司
1862,2018-04-13,[看好评级]食品饮料行业2018一季度业绩前瞻：龙头普遍加速 板块基本面向好,中财网
1863,2018-04-11,[超配评级]啤酒行业深度报告：提价延伸品质为根 跟踪猜想价值为王,中财网
1864,2018-04-10,[中性评级]食品饮料行业周报：白酒年报印证高成长逻辑 关注大众品复苏趋势,中财网
1865,2018-04-09,[增持评级]中泰食品饮料行业周报：真金不怕火炼 调整即是买点,中财网
1866,2018-04-09,[增持评级]食品行业周报：阶段波动难免 逢低中期布局,中财网
1867,2018-04-04,[增持评级]中泰食品饮料行业周报：白酒基本面扎实 大众品业绩亮眼,中财网
1868,2018-04-03,食品饮料行业核心观点暨一季报前瞻：景气持续向上 中期价值渐显,中财网
1869,2018-04-03,重庆证监局2018年上市公司、审计评估执业项目现场检查随机抽查结果公示,重庆证监局
1870,2018-04-02,[增持评级]食品行业周报：高端白酒业绩预期修正 可积极关注,中财网
1871,2018-03-20,[同步大市评级]食品饮料行业周报：啤酒行业：老赛道的新变化,中财网
1872,2018-03-19,[增持评级]中泰食品饮料行业周报：板块预期逐步回升 春糖料将提振信心,中财网
1873,2018-03-19,[增持评级]食品行业周报：白酒行业17年利润增长36% 啤酒行业迎来涨价潮,中财网
1874,2018-03-19,"食品饮料行业:年报密集披露期,关注业绩超预期标的",开源证券
1875,2018-03-18,日常消费品：春糖料将提振信心 荐4股,中泰证券
1876,2018-03-14,[增持评级]啤酒行业点评：龙头发力高端 行业结构升级加速,中财网
1877,2018-03-12,[增持评级]食品行业周报：高端白酒增速稳健 啤酒行业或迎变局,中财网
1878,2018-03-12,[增持评级]食品饮料行业周报：白酒迎接春糖催化行情 食品聚焦龙头伊利+海天,中财网
1879,2018-03-12,"食品饮料行业:短期调整无惧,看好长期趋势",开源证券
1880,2018-03-11,[优于大势评级]食品饮料行业周报：强烈看好通胀高位下的大众食品龙头,中财网
1881,2018-03-11,日常消费品：食品聚焦龙头伊利+海天 荐4股,中泰证券
1882,2018-03-06,【华泰证券研究所】每日晨会启明星20180306,华泰证券研究所
1883,2018-03-05,[看好评级]食品饮料行业周报：板块回调现机会 关注年报季行情,中财网
1884,2018-03-05,[优于大势评级]食品饮料行业周报：汾酒2018年主抓环山西市场 重点区域有望翻番增长,中财网
1885,2018-03-05,[增持评级]食品饮料行业周报：短期扰动不改成长趋势,中财网
1886,2018-03-01,中泰证券3月各行业观点及重点推荐标的-20180228,中泰证券研究所
1887,2018-03-01,消费升级助力高端酒量价齐升12家酒企交出预喜成绩单,顶尖财经网
1888,2018-02-28,江湖虽在，但已没他的传说！“私募一哥”旧爱今安在？,--
1889,2018-02-26,[增持评级]中泰食品饮料周报(第9周)：春节白酒旺销起势 估值回落正当配置,中财网
1890,2018-02-26,[优于大势评级]食品饮料行业周报：乳业新国标规范行业发展 线上酒类消费增长迅速,中财网
1891,2018-02-23,成交12.9亿元！是谁把它推上涨停板？乐视命运初见分晓,Wind
1892,2018-02-22,[强烈推荐评级]食品饮料行业年报预览及2018展望：居高望远 强者恒强,中财网
1893,2018-02-22,"食品饮料行业:春节验证升级提速,前期下跌提供买入机会",开源证券
1894,2018-02-13,乐视网股价跌跌不休 抄底的人还好吗？,中国基金报
1895,2018-02-13,2017年影视公司成绩单：喜忧参半、精彩纷呈,投资界
1896,2018-02-12,五大券商周二看好6板块38股,证券之星
1897,2018-02-12,日常消费品：关注食饮入场机会 荐8股,开源证券
1898,2018-02-12,"食品饮料行业:板块跟随指数回调,关注食饮入场机会",开源证券
1899,2018-02-11,中泰食品饮料行业周报(第7周)：坚守白酒板块旺季行情,中财网
1900,2018-02-11,消费旺季行业景气度高 六股绝佳布局良机,证券日报
1901,2018-02-09,五大券商下周看好6板块44股,证券之星
1902,2018-02-09,[看好评级]食品饮料行业2017年业绩前瞻：龙头业绩坚实 景气持续验证,中财网
1903,2018-02-09,11跌停后乐视差点上演地天板 赌性搏傻还是安全第一?,金融界
1904,2018-02-09,看懂乐视网的翘板逻辑：历史就是无聊的重复,阿尔法工场
1905,2018-02-09,复盘乐视网开板时刻,全景网
1906,2018-02-09,乐视网撬板记：牛散出逃基金斩仓，接盘者如何撤退？,第一财经
1907,2018-02-08,乐视撬开12跌停41亿成交背后 莫忘徐翔和重庆啤酒,中国基金报
1908,2018-02-08,谁撬开了乐视网跌停板？一线游资：反正不是我！,顶尖财经网
1909,2018-02-08,章建平领军“撬板“乐视网?徐翔重啤一役能否被复制,第一财经
1910,2018-02-08,游资抢入机构甩货 乐视网“破板而出”能抄底吗？,每日经济新闻
1911,2018-02-08,追溯乐视网跌停撬板资金来源 市场预期复制“重啤”走势,财经网
1912,2018-02-08,乐视打开跌停板！历史上连续跌停的股票开板后怎么走,凤凰网
1913,2018-02-08,【食品饮料】范劲松：终极一战-回顾国内啤酒行业2012-2017年竞争的得失-20180207,中泰证券研究所
1914,2018-02-07,[强于大市评级]食品饮料行业周报：随大盘下跌 以业绩为基,中财网
1915,2018-02-05,[增持评级]食品饮料行业周报：理性看待白酒价格管控 本轮行业景气周期将更长,中财网
1916,2018-02-05,[增持评级]食品行业跟踪报告：高端酒有望持续靓丽 大众品景气度向上,中财网
1917,2018-02-05,周一（2月5日）机构一致看好十大金股-第5页,金投网
1918,2018-02-05,乐视保千里，你们本周开板吗？我有一个大胆的套利想法啊,中证报
1919,2018-02-05,5日盘前研报精选：10股有望爆发,证券时报网
1920,2018-02-04,日常消费品：理性看待白酒价格管控 荐4股,中泰证券
1921,2018-02-02,"重庆啤酒:利润弹性先于行业释放,关注提价后行业竞争格局",正点财经
1922,2018-02-01,[买入评级]重庆啤酒(600132)公告点评：Q4单季实现盈利 生产优化显成效,中财网
1923,2018-02-01,中泰证券2月重点推荐标的,微信
1924,2018-01-31,巨丰复盘：大盘在20日均线获得支撑 上证50大涨超1%,巨丰财经
1925,2018-01-31,巨丰收评：大盘急跌基本到位 后市将箱体震荡,巨丰财经
1926,2018-01-31,日常消费品：次高端个股涨幅较大,川财证券
1927,2018-01-31,金融、地产等权重股护盘，沪指探底回升,第一财经
1928,2018-01-31,重庆啤酒领涨啤酒板块,证券之星
1929,2018-01-31,食品饮料行业日报：多公司发布2017年业绩预报 盈亏参半,中财网
1930,2018-01-30,1月30日晚间重要业绩预告速读,第一财经
1931,2018-01-30,重庆啤酒：2017年年度业绩报告预告,上交所
1932,2018-01-30,重庆啤酒：2017年净利预增82%,Wind
1933,2018-01-30,重庆啤酒：2017年净利润预增八成,e公司
1934,2018-01-30,白马股还能涨多少？如何用价值投资改变宿命？,金融界
1935,2018-01-29,"食品饮料行业周报:春节假期备货开始,食饮迎来传统旺季",开源证券
1936,2018-01-29,"食品饮料行业:板块全年享受提价红利,坚定看好白酒龙头",东北证券
1937,2018-01-28,日常消费品：板块投资热情依旧 荐3股,中泰证券
1938,2018-01-25,一财研选｜精装房渗透率提升迅速，定制家居大宗业务哪家强？,第一财经
1939,2018-01-24,三类人刀口舔血乐视 保千里连续19跌停创纪录比惨,中国基金报
1940,2018-01-24,金亚科技下调13跌停结果7个就被撬板 乐视网会否重温,金融界
1941,2018-01-23,乐视的复牌与孙宏斌的遗憾：“撒币”们的轮回,港股那点事
1942,2018-01-22,日常消费品：板块轮动致食饮回调 荐8股,开源证券
1943,2018-01-21,日常消费品：食品饮料周期向上 荐9股,中泰证券
1944,2018-01-20,【华泰周刊】2018.01.15-01.19华泰研究一周回顾,华泰证券研究所
1945,2018-01-18,机构解析：周五最值得期待板块及个股,中财网
1946,2018-01-17,如何快速筑底找牛股？,凤凰网
1947,2018-01-17,巨丰早评：市场分化加剧 仍需提防调整,巨丰财经
1948,2018-01-17,【食品饮料】范劲松、 龚小乐（联系人）：2018年度策略：周期向上，异彩纷呈-20180116,中泰证券研究所
1949,2018-01-17,【华泰食品饮料贺琪团队】食品饮料: 2018，啤酒行业拐点显现,华泰证券研究所
1950,2018-01-17,裘国根为什么喜欢燕京啤酒？,环球老虎财经
1951,2018-01-17,私募寻找价值洼地 啤酒板块迎风口燕京啤酒获举牌,证券日报
1952,2018-01-17,寻找“价值洼地”　机构抢筹从白酒转向啤酒,证券日报
1953,2018-01-17,寻找“价值洼地”机构抢筹从白酒转向啤酒,顶尖财经网
1954,2018-01-16,一财研选｜十年等一回！“制造强国战略”应聚焦哪些“核心资产”？,第一财经日报
1955,2018-01-16,巨丰复盘：房地产板块午后崛起 市场震荡巩固酝酿突破,巨丰财经
1956,2018-01-16,数据王：“喝酒吃肉买房子”后面还会继续？,巨丰财经
1957,2018-01-16,巨丰收评：震荡市坚守市场两大主线,巨丰财经
1958,2018-01-16,白马股大涨，沪深股指强势反弹,第一财经日报
1959,2018-01-16,一场倒逼的提价潮：啤酒企业从抢市场到要利润,证券时报
1960,2018-01-15,中泰食品饮料行业周报：名优酒加速增长大众品需求持续回暖,中财网
1961,2018-01-15,啤酒集体涨价！3元卖了10年，终于彻底憋不住了,第一财经
1962,2018-01-15,啤酒:贫瘠之地生花 第二条光荣之路见曙光,安信证券
1963,2018-01-14,啤酒业十年再提价：一场行业自救,第一财经
1964,2018-01-14,日常消费品：大众品需求持续回暖 荐18股,中泰证券
1965,2018-01-10,央行释放一大信号 一类股逢高撤离,新浪
1966,2018-01-10,阿里线上数据系列月报第一期(食品饮料行业)：2017年阿里系全网数据年终盘点,中财网
1967,2018-01-09,【解盘论市】A股开挂了！沪指这是要练“九阳真经”的节奏？,Wind
1968,2018-01-09,啤酒行业深度：贫瘠之地生花第二条光荣之路见曙光,中财网
1969,2018-01-09,日常消费品：继续看好旺季行情 荐13股,申万宏源
1970,2018-01-09,9日晚间机构研报精选：8股迎掘金良机(名单),和讯
1971,2018-01-09,【申万食品饮料-吕昌团队】周观点（1月第1周）：继续看好旺季行情 春节推后及低基数效应利好一季报,申万食品饮料研究
1972,2018-01-09,日常消费品：2017年阿里系全网数据年终盘点 荐8股,国信证券
1973,2018-01-09,185亿资金疯狂调仓 明日2龙头强势暴涨,新浪
1974,2018-01-09,快讯：啤酒板块活跃 重庆啤酒涨近5%,新浪
1975,2018-01-09,巨丰热点：贵州茅台创历史新高 酿酒板块活跃,巨丰财经
1976,2018-01-09,啤酒行业快评：稳量增利新思路，提价不止一小步,国信研究
1977,2018-01-09,酿酒板块走势活跃 重庆啤酒涨超4%,证券时报网
1978,2018-01-08,食品饮料行业周报：食品饮料迎开门红啤酒提价迎合消费升级,中财网
1979,2018-01-08,"重庆啤酒:聚焦区域优势市场,中高端战略显成效",中国网
1980,2018-01-08,巨丰早评：大盘将构筑平台,巨丰财经
1981,2018-01-07,"中泰食品饮料周报(第2周):啤酒开门红,行业超预期有望延续",中国网
1982,2018-01-06,青岛啤酒否认价格全面上调 10年没涨价的啤酒行业迎拐点？,中金在线
1983,2018-01-05,巨丰复盘：3400点得而复失 房地产板块爆发涨停潮,巨丰财经
1984,2018-01-05,啤酒股强势爆发 青岛啤酒回应调价后1手封涨停,凤凰网
1985,2018-01-05,啤酒股集体大涨 重庆啤酒率先涨停,金融界
1986,2018-01-05,多个国产啤酒品牌涨价 行业开启新一轮成长周期(附股),证券时报网
1987,2018-01-05,啤酒股集体大涨，多家啤酒企业近期上调产品价格,Wind
